date,username,link,tweet,clean_tweet,label
2022-12-20 02:55:59,seoleluna,https://twitter.com/seoleluna/status/1605034246510628864,@lenoireee pildun dah selesai baru ke qatar ya pak,pildun deh selesai baru qatar pak,0
2022-12-20 02:55:50,swiofla,https://twitter.com/swiofla/status/1605034211358167040,"Yee piala dunia emang begitu, selalu bakal ada yg jd suka bola karna pildun..   Gue awalnya juga suka karna world cup trus merembet ke klub, dan jatuh cinta ama @realmadriden 🥰",yee piala dunia emang selalu bakal ada jadi suka bola karena pildun awal suka karena world cup lalu rembet klub jatuh cinta sama,1
2022-12-20 02:54:32,suamiayumu,https://twitter.com/suamiayumu/status/1605033885230043136,@satruiii Bismillah next pildun nontonnya dah sekamar ma istri,bismillah lanjut pildun nontonnya deh kamar ma istri,0
2022-12-20 02:54:29,raffaelbenzema1,https://twitter.com/raffaelbenzema1/status/1605033871564713984,@KompasTV Final pildun 2022 merupakan salah satu partai final terbaik FIFA selama perhelatan world cup 😉👍👍👍,final pildun 2022 rupa salah satu partai final baik fifa lama helat world cup,1
2022-12-20 02:54:11,DanunMuseLim,https://twitter.com/DanunMuseLim/status/1605033796046557184,"@sayid__machmoed Tp aku g bangun mlm bib, ttp rebahan mau ada pildun mau enggak🤣",tapi bangun mlm bib tetap rebah mau ada pildun mau tidak,0
2022-12-20 02:54:06,adindaabalqiss,https://twitter.com/adindaabalqiss/status/1605033772302442496,"untuk pribadi pup di rumah sendiri tengah malem aja masih takut, dan untuk pertama kalinya pup tengah malem, suami lg nobar pildun diluar, kedua kalinya suami temenin sampe depan pintu km sambil nanya, ayang pup? /iya/ langsung jalan lg ke arah kamar, dan gue ditinggalin wkwk",pribadi pup rumah sendiri tengah malam saja takut pertama kali pup tengah malam suami lagi nonton bareng pildun luar dua kali suami temenin sampai depan pintu kamu tanya sayang pup iya langsung jalan lagi arah kamar ditinggalin,0
2022-12-20 02:53:48,JembusLurut,https://twitter.com/JembusLurut/status/1605033699040694273,@PantauManCity ucl aja nihil boro2 pildun. sepele,ucl saja nihil boro2 pildun sepele,-1
2022-12-20 02:53:25,noahmrs30,https://twitter.com/noahmrs30/status/1605033602085163008,"@idextratime Piala dunia apa min, pildun  dangdut ya min",piala dunia apa min pildun dangdut min,-1
2022-12-20 02:52:53,mam33t,https://twitter.com/mam33t/status/1605033466822737922,Ada yang gak lolos pildun tp masih 10 besar,ada tidak lolo pildun tapi 10 besar,-1
2022-12-20 02:52:26,addogerardo,https://twitter.com/addogerardo/status/1605033354382176256,"Sementara ini, di Disney+ ada series sitkom kocak bgt, kebalikannya. Argentina di dis dari pildun karena kerusuhan di sepakbola, fans kecewa akhirnya ngerencanain nyuri trophy ini dr FIFA.  Judulnya 'The Stolen Cup'",disney ada series sitkom kocak banget balik argentina dis pildun rusuh sepakbola fan kecewa akhir ngerencanain nyuri trophy dari fifa judul the stolen cup,-1
2022-12-20 02:52:21,nephilimbloood,https://twitter.com/nephilimbloood/status/1605033331866755074,@tuanjuan_ I mean kalau ada pildun lagi ehehe,mean kalau ada pildun ehehe,0
2022-12-20 02:51:47,JNJMEnt,https://twitter.com/JNJMEnt/status/1605033192112631808,pildun 😭😭 apasih receh banget trendingnya 😭 -jnjm  https://t.co/0C4HZ9NfHL,pildun apa sih receh banget trendingnya jnjm,0
2022-12-20 02:50:47,zhymme,https://twitter.com/zhymme/status/1605032941004152832,Menanti Indonesia jadi tuan rumah Pildun U20  #BangkitBersamaET,nanti indonesia jadi tuan rumah pildun u20 bangkitbersamaet,1
2022-12-20 02:50:18,habiiibbb,https://twitter.com/habiiibbb/status/1605032816365883394,@damaservin @diyardita @idextratime @Romain_Molina haha asli lopeteguy rela ngelepas perjuangan pildun demi masuk madrid🤣,tertawa asli lopeteguy rela ngelepas juang pildun masuk madrid,0
2022-12-20 02:49:59,pemws,https://twitter.com/pemws/status/1605032739689836546,Sampe pildun juga gini 🤣,sampai pildun gin,0
2022-12-20 02:47:48,muffinboyyy_,https://twitter.com/muffinboyyy_/status/1605032187203424256,"@setgar96 @idextratime @Romain_Molina @MadridXtra benzema mna mau jg cedera bang, dia rela ga main di pertandingan trakhir madrid sebelum pildun krna fokus nyembuhin cedera nya biar bisa main, seenggaknya di 8 besar at semi-final",benzema mna mau juga cedera bang rela tidak main tanding trakhir madrid pildun karena fokus nyembuhin cedera nya biar bisa main enggak besar at semi final,0
2022-12-20 02:47:11,sabunhijrah,https://twitter.com/sabunhijrah/status/1605032032400461826,"@idextratime @Romain_Molina @MadridXtra Hey bro! Pildun telah usai, saatnya kembali hujat emyu dan barsa.",hai saudara laki pildun usai saat hujat emyu barsa,-1
2022-12-20 02:47:10,basterula,https://twitter.com/basterula/status/1605032028155494401,Siapa yang belum bayar taruhan pildun?,siapa belum bayar taruh pildun,0
2022-12-20 02:46:51,maschicagoo,https://twitter.com/maschicagoo/status/1605031950967676930,"@idextratime @Romain_Molina @MadridXtra Udah ngerasa janggal si, awal announc dia dinyatain absen pildun tahun ini wkwk",sudah ngerasa janggal si awal announc dinyatain absen pildun tahun,-1
2022-12-20 02:46:20,iniGueBima,https://twitter.com/iniGueBima/status/1605031820667809792,Gara gara minggu malem senen liat Final Pildun jadwal tidur gue berantakan sampe hari selasa ini. Kerja rasanya kek mau tenggeng gini mata pengen merem mulu,gara gara minggu malam senen lihat final pildun jadwal tidur beranta sampai hari selasa kerja rasa seperti mau tenggeng gin mata ken merem melulu,1
2022-12-20 02:44:32,jhs90295,https://twitter.com/jhs90295/status/1605031364826275840,"ofc johnny, sekalipun diajak nnton berbi kayaknya doi bakal manut aja dan ngikutin jalan ceritanya biar cewennya ada temen diskusi filmnya wkwk terbukti dengan dia yang ga terlalu ngikutin bola tapi dia coba nnton pildun biar ada bahan bicara kalo ngomong wkwkw",ofc johnny sekalipun ajak nonton berbi kayak dia bakal manut saja ngikutin jalan cerita biar cewennya ada teman diskusi film bukti tidak terlalu ngikutin bola tapi coba nonton pildun biar ada bahan bicara kalau bicara wkwkw,0
2022-12-20 02:43:24,kurniawatie77,https://twitter.com/kurniawatie77/status/1605031080385400832,video yg lagi viral ternyata mengandung 18+..  ==&gt;  https://t.co/DIFYpk9fRI &lt;==  Besok Senin Raul Lemos Diving Theo Licha Di Maria Extra Time Pildun  Udah 2-0 Nobar Piala Dunia All in France Mbappe Penalti #FIFAWorldCup Indosiar Argentina Ambil #AlchemyOfSouls2Ep4 #ometvbugil,video viral nyata kandung 18 besok senin raul los diving theo licha maria extra time pildun sudah nonton bareng piala dunia all in france mbappe penalti fifaworldcup argentina ambil,0
2022-12-20 02:43:21,setgar96,https://twitter.com/setgar96/status/1605031067215593473,@idextratime @Romain_Molina @MadridXtra Tetep salah Benzema kenapa dia cedera jadi gak ikut pildun Prancis jadi kalah dah,tetap salah benzema cedera jadi tidak ikut pildun prancis jadi kalah deh,-1
2022-12-20 02:42:53,rickyardhian_,https://twitter.com/rickyardhian_/status/1605030952711131137,Bangga banget liat messi angkat pildun. Aku tau banget dari kecil dia gimana.,bangga banget lihat messi angkat pildun tahu banget kecil bagaimana,1
2022-12-20 02:42:05,Devida71822,https://twitter.com/Devida71822/status/1605030750968942593,"@SiaranBolaLive Bukan biarin aja, malah harusnya dia masuk skuad walaupun ga dimainin segame pun gapapa, org kualifikasi pildun aja masih ada dia, perkara penyakit jantung aja jadi yg dimasukin skuad si lautaro wkwk, hargain gituu, lagian negara negara dia juga",bukan biarin saja bahkan harus masuk skuad walaupun tidak dimainin segame tidak apa orang kualifikasi pildun saja ada perkara sakit jantung saja jadi dimasukin skuad si lautaro hargain gituu lagi negara negara,1
2022-12-20 02:41:51,Dwisulis29,https://twitter.com/Dwisulis29/status/1605030693100466176,"Holiday yg bingung mau ngapain udh gada pildun, gada badminton jga, mau nontoonnn apaaaaaaa",holiday bingung mau sedang apa sudah tidak ada pildun tidak ada badminton juga mau nontoonnn apaaaaaaa,1
2022-12-20 02:41:47,diptaaaaa,https://twitter.com/diptaaaaa/status/1605030676344229888,@AudiRachman Ngga sadar kali ya orang2 prancis bisa 2 kali final pildun gara2 gaada doi wkwkwkwkwkwkwkwk,tidak sadar kali orang2 prancis bisa kali final pildun gara2 tidak ada uang dia wkwkwkwkwkwkwkwk,-1
2022-12-20 02:40:39,chweyifa,https://twitter.com/chweyifa/status/1605030388107448320,Liat football lovers nonton pildun ngga ada beda teriaknya sama kpopers nonton konser😅😅 smg kita semua damai terus ngga udah jelek2in kesukaan orang lain.,lihat football lover nonton pildun tidak ada beda teriak sama kpopers nonton konser smg semua damai terus tidak sudah jelek2in suka orang,-1
2022-12-20 02:40:05,sunandhersky,https://twitter.com/sunandhersky/status/1605030248244183041,@spidertoruyyy kyknya InshaAllah sblm taun baru sdh plg... maklum abis main di pildun kmrn 🤭🤣,kayak inshaallah belum tahun baru sudah paling maklum habis main pildun kemarin,0
2022-12-20 02:40:00,DamaraDamai,https://twitter.com/DamaraDamai/status/1605030227201007616,"habis pildun terbitlah piala ciki, tp bermanfaat bg seluruh rakyat indonesia 🫡",habis pildun terbit piala cik tapi manfaat abang seluruh rakyat indonesia,1
2022-12-20 02:39:36,feelakward,https://twitter.com/feelakward/status/1605030125313359872,@idextratime Kalo maennya jam 2 kek pildun baru semangat,kalau maennya jam seperti pildun baru semangat,1
2022-12-20 02:39:34,jakalgang,https://twitter.com/jakalgang/status/1605030117557690369,"Sebuah ho.o saat kmrn nobar final pildun: Jika masih dikasih nafas, next nobar piala dunia umur udh di 28-29 tahun 🤡",buah ho kemarin nonton bareng final pildun kasih nafas lanjut nonton bareng piala dunia umur sudah 28 29 tahun,0
2022-12-20 02:39:00,SportlineIDN,https://twitter.com/SportlineIDN/status/1605029972300554241,Paulo Dybala full senyum usai kemenangan Argentina atas Prancis di partai final Piala Dunia 2022. | 77577sports #77577sports #pestabola #pildun #pestabola2022 #argentina #paulodybala #dybala #pildun2022 #infopildun #pestaboladunia #boladunia #duniabola #infopialadunia #qatar  https://t.co/oDPnTX7Phl,paulo dybala full senyum usai menang argentina atas prancis partai final piala dunia 2022 77577sports 77577sports pestabola pildun pestabola2022 argentina paulodybala dybala pildun2022 infopildun pestaboladunia boladunia duniabola infopialadunia qatar,0
2022-12-20 02:36:50,yoittblue,https://twitter.com/yoittblue/status/1605029430447210496,bener2 miracle si kl sampe indo bisa join pildun,bener2 miracle si kalau sampai indo bisa join pildun,1
2022-12-20 02:33:53,masmasfortuner,https://twitter.com/masmasfortuner/status/1605028688113696775,"Random sekali. Lagi miting dgn direktur tbtb pengen bahas final pildun kemarin.  Bdw,  messi emang dapat piala  tapi Mbappe dkk bisa memenangkan hati semua pecinta sepakbola diseluruh dunia (kecuali fanatik messi dan aregentina). Skor yang seharusnya =&gt; 1 : 3.",random sekali miting dengan direktur tbtb ken bahas final pildun kemarin bdw messi emang dapat piala tapi mbappe dan kawan bisa menang hati semua cinta sepakbola seluruh dunia kecuali fanatik messi aregentina skor harus,1
2022-12-20 02:32:33,Al_in__,https://twitter.com/Al_in__/status/1605028349314990080,"@Zycseo @tanyakanrl Tapi kemaren aja beberapa kali ngeliat di TL yang bilang ""mau jadi pick me girl yg sok paham bola"" atau ""hari ini mau pasang Igs Pildun  deh biar jadi pick me"" lah kenapa emang kalo cewek paham bola atau nonton pildun",tapi kemarin saja beberapa kali lihat tl bilang mau jadi pick me girl sok paham bola hari mau pasang ig pildun biar jadi pick me emang kalau cewek paham bola nonton pildun,-1
2022-12-20 02:31:14,adityahoppus33,https://twitter.com/adityahoppus33/status/1605028020388974593,@PantauManCity Ah biarin aja menurut saya mah... Selagi skuad argentina gk keberatan yasudah... Mw dia dianggap juara pildun juga gpp... Toh klo gk penyakit jantung ini org hampir pasti masuk skuad..,ah biarin saja mah skuad argentina tidak berat yasudah now watching anggap juara pildun tidak apa kalau tidak sakit jantung orang hampir masuk skuad,1
2022-12-20 02:30:30,PARlSINSEOUL,https://twitter.com/PARlSINSEOUL/status/1605027836355522561,"sorry bgt tp aku login akunku yg pertama aja gabisa, di hari h pildun aja aku gak liat tweetsmu samsek it wasnt even for you 😭  https://t.co/99qxySImQW",maaf banget tapi login akun pertama saja tidak bisa hari pildun saja tidak lihat tweetsmu sama sekali it wasnt even for you,-1
2022-12-20 02:29:02,jimdanjoon,https://twitter.com/jimdanjoon/status/1605027467173187585,"@tanyakanrl Pernah dong, selama pildun kemarin aku update terus soal berita2nya lewat twt, buat ngimbangin obrolan hubby, jadi kalau hubby ajak ngobrol bisa nyambung. Begitupun kalau aku cerita soal member bts ke doi, hubby selalu menghargai apa yg kusuka🥰",pernah dong lama pildun kemarin update terus soal berita2nya lewat twt buat ngimbangin obrol hubby jadi kalau hubby ajak ngobrol bisa nyambung begitu kalau cerita soal member bts dia hubby selalu harga apa suka,1
2022-12-20 02:28:44,Dhona10yuldi,https://twitter.com/Dhona10yuldi/status/1605027391981903872,@hithisjune mbappe orangnya juga random banget kemarin aja waktu pildun kane gagal penalti dia ketawa lepas 🤣🤣🤣,mbappe orang random banget kemarin saja waktu pildun kane gagal penalti ketawa lepas,1
2022-12-20 02:27:26,DADARSORADAYEAH,https://twitter.com/DADARSORADAYEAH/status/1605027063723077632,pa wanbul ngangkat replika pildun pan hereuy. meni karomplen.,pa wanbul ngangkat replika pildun pan hereuy meni karomplen,0
2022-12-20 02:26:41,Grockya12,https://twitter.com/Grockya12/status/1605026875386232833,"@idextratime Excited sampe indo bisa angkat piala ciki itu, liat argentina bisa juara pildun gw rasa indo juga bisa bgd sih harusnya!",excited sampai indo bisa angkat piala cik lihat argentina bisa juara pildun rasa indo bisa banget harus,1
2022-12-20 02:25:06,slot_bantai777,https://twitter.com/slot_bantai777/status/1605026474523648000,"Menjadi Juara Piala Dunia Qatar 2022😍Argentina ""Datang Dipermalukan,Pulang Bawa Piala""🔥  Situs Slot Online &amp; Parlay👇🏻  https://t.co/GVTPrvZQtj #bantai777 #slotbantai777 #pialadunia #pialadunia2022 #Worlds2022 #pildun #slotonline  #judibola #argentina #fifaworldcup  https://t.co/B9ldXRrlt7",jadi juara piala dunia qatar 2022argentina datang malu pulang bawa piala situs slot online parlay bantai777 slotbantai777 pialadunia pialadunia2022 worlds2022 pildun slotonline judibola argentina fifaworldcup,0
2022-12-20 02:25:01,nagapradika,https://twitter.com/nagapradika/status/1605026453862502401,"@PantauManCity Gua tau duluan dari bokap gua bang dari mulai pildun, kirain becanda 🤣",tahu duluan ayah bang mulai pildun kirain becanda,0
2022-12-20 02:24:20,MaduraUnitedFC,https://twitter.com/MaduraUnitedFC/status/1605026282852732929,Ayo Maduraaaaaaa🔥  Final Pildun telah selesai. Hari ini fokus kita alihkan kepada Squad Sapeh Kerrab yang akan menunjukkan penampilan terbaiknya✊🏻  Gaskann lagi Cong‼️  #bangkitbersama #briliga1kembali #nontondarirumah #maduraunitedday  https://t.co/js7m7DloNE,ayo maduraaaaaaa final pildun selesai hari fokus alih squad sapeh kerrab tunjuk tampil baik gaskann banci bangkitbersama briliga1kembali nontondarirumah maduraunitedday,1
2022-12-20 02:20:48,mamprangtv,https://twitter.com/mamprangtv/status/1605025392007720960,"Hendrik Johannes Cruijff adalah mantan pemain &amp; pelatih sepak bola Belanda. Ia bermain untuk Ajax &amp; Barcelona, juga menjadi bagian dari timnas Belanda yang menjadi juara kedua Pildun 1974. Johan meninggal dunia pada tanggal 24 Maret 2016. ia terkenal dengan total football.  https://t.co/oyGDww4HdE",hendrik johannes cruijff mantan main latih sepak bola belanda main ajax barcelona jadi bagi timnas belanda jadi juara dua pildun 1974 johan tinggal dunia tanggal 24 maret 2016 kenal total football,0
2022-12-20 02:20:10,iyafatmawt,https://twitter.com/iyafatmawt/status/1605025233936580608,@tawakkaI @The_RedsIndo Bener bang era teknologi medsos juga sangat mempengaruhi. Aku sih mikirnya gini masing2 punya prestasi yang luar biasa ngapain harus debat sampe harus ngotot ngototan . Malah sedih sih pildun 2026 kemungkinan kita gak bisa liat meraka CR7 Messi Kdb Modric Bale Muller dan yg lain,benar bang era teknologi medsos sangat pengaruh mikirnya gin masing-masing punya prestasi luar biasa sedang apa debat sampai ngotot ngototan bahkan sedih pildun 2026 mungkin tidak bisa lihat raka ronaldo messi kdb modric bale muller,1
2022-12-20 02:20:06,trrashsure,https://twitter.com/trrashsure/status/1605025216820043776,@lilaccountz miw kemaren aja asean games indo dapet emas kerasa bgt euforia dan bangganya apalagi pildun yak😭😭,miw kemarin saja asean game indo dapat emas rasa banget euforia bangga pildun ya,1
2022-12-20 02:19:36,_dxta,https://twitter.com/_dxta/status/1605025090243989504,Masuk angin bradh w grgr kmrn begadang pildun,masuk angin bradh gara-gara kemarin begadang pildun,1
2022-12-20 02:19:27,xxsignature__,https://twitter.com/xxsignature__/status/1605025055678681088,@PENJUALMIRAZ @Indostransfer sebelum nonton pildun pemanasan dulu liat liga 1 kemarin wkwk,nonton pildun panas dulu lihat liga kemarin,0
2022-12-20 02:18:17,Kudahitam100,https://twitter.com/Kudahitam100/status/1605024760198762497,"@idextratime Indonesia kapan ya jadi juara..  Gausah muluk-muluk pildun. Aff aja deh, barangkali libur sehari di hari Minggu 🙏",indonesia kapan jadi juara gausah muluk muluk pildun aff saja barangkali libur hari hari minggu,1
2022-12-20 02:17:55,abhyasa_evo,https://twitter.com/abhyasa_evo/status/1605024669798498304,"Pildun rampung, wayahe ngece ni emyu",pildun rampung wayahe ngece ini emyu,0
2022-12-20 02:15:46,khungGp,https://twitter.com/khungGp/status/1605024128787836929,Progres demi proses hari libur tetap liburan➡️wisata kuliner➡️nonton pildun➡️silaturrahmi sekret  https://t.co/cpH6ybK7TU,progres prose hari libur tetap liburanwisata kulinernonton pildunsilaturrahmi sekret,0
2022-12-20 02:15:07,Haidary__,https://twitter.com/Haidary__/status/1605023962039488513,@MIrvanDarwin1 @RianRD3 @SilumanPantura siapa bilang prancis kalah. pemenang pildun qatar adlh prancis. cuma pialanya diberikan kpd argentina utk memenuhi ambisinya messi. no problemo.,siapa bilang prancis kalah menang pildun qatar adalah prancis cuma piala beri kepada argentina penuh ambisi messi no problemo,-1
2022-12-20 02:14:40,zarryhendrik,https://twitter.com/zarryhendrik/status/1605023850034368512,"Udah, udah.. pildun dah lewat 😔",sudah sudah pildun deh lewat,0
2022-12-20 02:13:01,Andisan23,https://twitter.com/Andisan23/status/1605023436329218048,"ini dia yg lagi Viral, sedikit 18+ .  https://t.co/1cH2Gv7XOu  Giselle Besok Senin Raul Lemos Diving Theo Licha Di Maria Extra Time Pildun Udah 2-0 Nobar Piala Dunia All in France Mbappe Penalti #FIFAWorldCup Indosiar Argentina Ambil #AlchemyOfSouls2Ep4 #ometvbugil",viral sedikit 18 giselle besok senin raul los diving theo licha maria extra time pildun sudah nonton bareng piala dunia all in france mbappe penalti fifaworldcup argentina ambil,0
2022-12-20 02:12:54,unmagnetism12,https://twitter.com/unmagnetism12/status/1605023407841890305,"untung pildun udah kelar, capek juga pura2 suka bola",untung pildun sudah kelar capek pura2 suka bola,-1
2022-12-20 02:12:24,Adens_Bellamy,https://twitter.com/Adens_Bellamy/status/1605023280808632321,OTW Kantor Pasca Pildun 🤧  https://t.co/G7tfSs9f7Y,on the way sedang di jalan kantor pasca pildun,0
2022-12-20 02:12:13,zhonkly,https://twitter.com/zhonkly/status/1605023232289300480,Klo prancis menang pildun trs hbs ini artinya bos kecil sdh menjadi villain,kalau prancis menang pildun terus hb arti bos kecil sudah jadi villain,1
2022-12-20 02:11:53,viigilante_,https://twitter.com/viigilante_/status/1605023150554873856,pildun telah usai sekarang waktu nya menghujat emyu kmbali,pildun usai sekarang waktu nya hujat emyu kmbali,-1
2022-12-20 02:11:22,JackyFAlex1,https://twitter.com/JackyFAlex1/status/1605023021038981120,"@MafiaWasit Tv lokal gambar lbh jernih, kualitas HD, ga ada delay ga ada ngelag, cuma iklannya aja bnyak sblm kickoff. Modal ga sampe 100rb buat beli antena. Gratis sampe Pildun berikutnya.",tv lokal gambar lebih jernih kualitas hd tidak ada delay tidak ada ngelag cuma iklan saja bnyak belum kickoff modal tidak sampai 100rb buat beli antena gratis sampai pildun ikut,1
2022-12-20 02:10:59,ranimelan3,https://twitter.com/ranimelan3/status/1605022923319693312,"gaesss ternyata awalnya gitu gaes, sekarang bisa jadi viral (18+)  ==&gt;  https://t.co/qlfdKL1XxI &lt;==   Besok Senin Raul Lemos Diving Theo Licha Di Maria Extra Time Pildun Udah 2-0 Nobar Piala Dunia All in France Mbappe Penalti #FIFAWorldCup Indosiar Argentina Ambil",gaesss nyata awal gitu gaes sekarang bisa jadi viral 18 besok senin raul los diving theo licha maria extra time pildun sudah nonton bareng piala dunia all in france mbappe penalti fifaworldcup argentina ambil,0
2022-12-20 02:09:22,anwaribrahrp,https://twitter.com/anwaribrahrp/status/1605022515927355392,instagram messi yg post foto pildun tembus 52 juta cukk keknya gabakalan ada yg bisa ngalahin sihh,instagram messi post foto pildun tembus 52 juta cukk kayak gabakalan ada bisa ngalahin sihh,1
2022-12-20 02:09:18,nndindh_,https://twitter.com/nndindh_/status/1605022499389198336,"@idextratime B aja tpi krna gw pengangguran ya gw tonton aja mayan toh negara sndri yg maen, tpi ttp masi belom bsa move on ama Pildun hufttt",saja tapi karena anggur tonton saja mayan negara sndri main tapi tetap ma belum bisa move on sama pildun hufttt,1
2022-12-20 02:08:48,berasep,https://twitter.com/berasep/status/1605022373404905472,"@txtdrimedia Baru kemaren kagum pildun fansnya pada kalem ya, coba aja pildun di gbk beritanya breaking news",baru kemarin kagum pildun fansnya kalem coba saja pildun gbk berita breaking news,1
2022-12-20 02:07:51,ridwanEwako,https://twitter.com/ridwanEwako/status/1605022134946103299,Mengapa Timnas Garuda ga pernah masuk Pildun?😜   https://t.co/fxTLSQOJBM,timnas garuda tidak pernah masuk pildun,0
2022-12-20 02:07:01,andryxsan,https://twitter.com/andryxsan/status/1605021926287474691,"@PauDybala_JR besok pensiun dengan nyaman.gelar liga dah pasti banyak,masih ketambahan pildun. Sehat👍",besok pensiun nyaman gelar liga deh banyak tambah pildun sehat,1
2022-12-20 02:06:56,Lunarwolfj,https://twitter.com/Lunarwolfj/status/1605021905278599168,@lilaccountz Yang Timnas U 20 gmn miw? Pildun juga bukan ya?,timnas 20 bagaimana miw pildun bukan,0
2022-12-20 02:06:18,GuswendriS,https://twitter.com/GuswendriS/status/1605021743982051328,@Rizalxyn @katasizarwo @FansNerazzurri Positioningnya bagus Kurang hoki aja di pildun Sebelumnya gacor di timnas Lagian doi baru sembuh cidera pakai paint killer,positioningnya bagus kurang hoki saja pildun belum hebat timnas lagi dia baru sembuh cidera pakai paint killer,1
2022-12-20 02:05:00,itsme_viia,https://twitter.com/itsme_viia/status/1605021417506234368,@Gerpul_ pasti lagi sedih menangisi final pildun kemarin☺️,sedih tangis final pildun kemarin,-1
2022-12-20 02:04:42,MelempemG,https://twitter.com/MelempemG/status/1605021342587179008,@Farabii_ @realmadridindo1 Bang pemain kita di pildun gada yg hecus nendang penalti bang 😭,bang main pildun tidak ada hecus nendang penalti bang,-1
2022-12-20 02:03:17,bearnadetta,https://twitter.com/bearnadetta/status/1605020987451662336,Masih bingung sama kata2 football unites the world. padahal gara2 pildun jd ada 2 kubu wkwkkw,bingung sama kata2 football unites the world padahal gara2 pildun jadi ada kubu tertawa,-1
2022-12-20 01:59:58,haiiiuuuyyy,https://twitter.com/haiiiuuuyyy/status/1605020151014793217,"@Gdmn77 @idextratime Knp ya suka bgt pada debat, tinggal akuin aja Messi udah lengkap, juara pildun. Kenapa kudu pake embel embel pembelaan lainnya. 🥲😵‍💫",kenapa suka banget debat tinggal akuin saja messi sudah lengkap juara pildun harus pakai embel embel bela lain,1
2022-12-20 01:59:20,rendezvous_95,https://twitter.com/rendezvous_95/status/1605019992029769729,@wintertiwi Iyaaa tapi kemarin aku melek lagi buat nonton pildun wkwkw,iyaaa tapi kemarin melek buat nonton pildun wkwkw,0
2022-12-20 01:58:42,kulo_zhargopro,https://twitter.com/kulo_zhargopro/status/1605019831379447808,indonesia kalau jadi host pildun.. ane pengen thema koplo remix di lagu officialnya.  Kek lagu tradisional modern banget tuh,indonesia kalau jadi host pildun ane ken thema koplo remix lagu officialnya seperti lagu tradisional modern banget,0
2022-12-20 01:56:35,RigaBastian,https://twitter.com/RigaBastian/status/1605019297679806465,"@FaktaSepakbola Makanya dulu² banyak banget yg muja²in ronaldo karna kehebatan nya, kwkwk skrng giliran ngeliat messi juara pildun dibangga²in karna respect kwkwkw  Yg kaga tau menau soal bola minggir luh   Lupada tuh semuanya cuma tau pas viral nya doang  Kaga tau awal karier ronaldo &amp; messi",makanya dulu2 banyak banget muja2in ronaldo karena hebat nya kwkwk sekarang gilir lihat messi juara pildun dibangga2in karena respect kwkwkw tidak tahu tau soal bola minggir luh lupada semua cuma tahu pa viral nya doang tidak tahu awal karier ronaldo messi,1
2022-12-20 01:56:28,jay_leonh,https://twitter.com/jay_leonh/status/1605019269645074432,@idextratime tahun 2026 messi ikut pildun lg,tahun 2026 messi ikut pildun lagi,0
2022-12-20 01:53:44,tharazmokh,https://twitter.com/tharazmokh/status/1605018581691162624,"@ratihpuspa_di @eternaIune Saya sdh nonton pildun sejak jaman Maradona, no doubt, Messi  GOAT",sudah nonton pildun sejak jaman maradona no doubt messi goat,1
2022-12-20 01:52:16,Askrlfess,https://twitter.com/Askrlfess/status/1605018211199569920,[askrl] guys nonton siaran ulang pildun dimana ya?,askrl teman nonton siar ulang pildun,0
2022-12-20 01:49:52,KhalilAbdurraz2,https://twitter.com/KhalilAbdurraz2/status/1605017608499011584,"@ZhaenalAbidin13 @PDXSaluling @StefanusSumars1 @garistengah_id Mbappe hari ini udh 24 tahun, kemarin pas final masih 23 tahun. Jadi pas Mbappe usia 19 tahun yaitu pas juara pildun di 2018 Mbappe blm jdi tumpuan tim krn saat itu skuad Prancis jauh lebih merata",mbappe hari sudah 24 tahun kemarin pa final 23 tahun jadi pa mbappe usia 19 tahun pa juara pildun 2018 mbappe belum jadi tumpu tim karena skuad prancis jauh lebih rata,0
2022-12-20 01:49:47,celebez_eth,https://twitter.com/celebez_eth/status/1605017587581980672,@hoteliercrypto Ini token dumpnya nga ngotak awal² beli gara event pildun belum baru pertengahan event udah di dump lebih 50% 😑,token dumpnya nga ngotak awal2 beli gara event pildun belum baru tengah event sudah dump lebih 50,-1
2022-12-20 01:49:17,gatauapasihya,https://twitter.com/gatauapasihya/status/1605017464592510976,@manutd_world De Gea pildun apa euro sih yg blunder kena hujat. Lah ini gk gua nonton 2x semuanya blunder dan b aja. Masih mending liva sama bounou atau martinez tp martinez bangsat sih psywar mulu wkwk,adik gea pildun apa euro blunder kena hujat tidak nonton 2x semua blunder saja lebih baik liva sama bounou martinez tapi martinez bangsat psywar melulu,-1
2022-12-20 01:47:40,fixyou______,https://twitter.com/fixyou______/status/1605017057401401347,Gua rasanya pengen nangis sebulan Messi juara pildun,rasa ken menang bulan messi juara pildun,1
2022-12-20 01:46:33,catzaelx,https://twitter.com/catzaelx/status/1605016773568638977,"pildun 2022 banyak bat surprisenya yahhh. dari jepang yg surprisingly bisa ngalahhin jerman n spain, korea yg nyusul jepang di 16 besar ngalahhin uruguay, spain n portugal kalah sama maroko🥹 terus cameroon menang lwn brazil. banya betul hal ga terduga terjadi wehhh,",pildun 2022 banyak banget surprisenya yahhh jepang surprisingly bisa ngalahhin jerman spain korea nyusul jepang 16 besar ngalahhin uruguay spain portugal kalah sama maroko terus cameroon menang lawan brazil banya betul tidak duga jadi wehhh,1
2022-12-20 01:46:19,SafriBlanel,https://twitter.com/SafriBlanel/status/1605016716739678208,Misi Pildun 2022 Qatar Komplet Jhar... Messi.,misi pildun 2022 qatar komplet jhar messi,1
