raw_tweet,sentiment
@dickykcivv @ziiiiiiiid @idextratime penaldo gimana? jangankan menang pildun ngerasain final pildun pun gak pernah.   fans emyu + penyepong ronaldo = kegoblokan kuadrat,-1
"@Fajarizal11 Dari pildun Mbappe juara, ke pildun Mbappe Runner up.",1
@penerbitfandom Final pildun tergokil sih argentina vs prancis,1
Pildun dah kelar ga ada tontonan lagi nich. Nonton liga dagelan udah ga minat Hihi,-1
@zskawngur_ @SiaranBolaLive @433 italy point besar di euro dan unl sama persahabatan dan jerman point berkurang grgr pildun kmrn,-1
penaldo udh menang pildun brp kali dicky goblok?,-1
"Masih sedih bgt gara² pildun udh selese 😭😭 biasanya malem gini dah siap2 mau nntn match nanti, tapi skrg udh gada yg mau di tonton lagi anjrit ☹️💔  #FIFAWorldCup",-1
sebagai poser bola dan ga bisa maen bola seneng banget nonbar final pildun kemarin sekaligus nonton pundit2 soccer secara langsung yg sebelumnya cuma dengerin podcast doang. thanks @registaco @aunrrahman @rndy11 @dexglenniza @Rossifinza @ariyadifebri  https://t.co/ngWkrRLunb,1
terlalu fokus pildun sampe lupa bulan dua ada laga akbar duo badut,-1
"@Ferignw21 Ngga, asal gak ktauan.",-1
@ghjklmn444 @AlwaysBeSmart1 @idextratime Bang sudah bang... 😂😂😂... Andalan mereka cmn sebatas penakluk 3 liga itu bang...   Tp percuma klo gak juara di pildun... 😂😂😂... Gak akan di akui dunia...,-1
"@rrraaihan Gw akui mbappe bikin resah difinal kemarin sampai messi hampir prustasi untung Tuhan memberi kesempatan khusus untuk messi, mbappe calon pengganti CR7 secara teknis hampir sama tinggal mengejar trophy bergengsi di club dan eropa krn pildun sdh didapat. Semoga mbappe sukses.",1
"@vvotanet Ini sebuah kebetulan yg ga disengaja sih nder, gua jga mikir kyk lu gitu. Tpi gua ga mikir JOT sengaja ngambil sabtu biar ga kalah hype pildun, soalnya jeketi emng debut tgl 17, trus ni konser dipersiapinnya jga udh dri jauh2 hari dri jadwal final pildun, masa jot cenayang",-1
taruhan pildun kemaren gaada apa-apanya sama ini,-1
"Beginilah bapack bapack gila bola pildun, di airportpun🙈",-1
"Orang banyak yg tbtb suka/paham bola lah gegara pildun. Ya gw paham si karna euforia nya juga makanya kebawa. Tp ya heran aja gw tbtb ngepos bola wkwkw. Paham kgk. Ngikutin kgk. Ya cuman karna euforia nya doang wkwkwk ya mungkin biar bisa ""nyambung"" Kl di ajak ngomong wkwkwkwk",-1
@haiwinds @mengeonggg da gaada pildun lagi ya wkwk,-1
@seliditmy @autumnbaejoohyn Dikatain bocah ama ava korea yg sering kejadian insiden berulang. 🙊,-1
Kenapa lautaro cedera masih dibawa ke pildun? Ya namanya jg menyembunyikan cedera. Makanya kmrn pelatih Argentina marah krn ada pemain Argentina yg menyembunyikan cedera . Cuma beruntung ada Alvarez yg onfire,-1
"@ayanggulfiee setau gw yg kek gitu itu piala liga champions, kalo pialanya pildun keknya replika aja wkwk",-1
@mfthl95 bang dodo gaharus mendapatkan pildun untuk meraih title goat. justru istilah goat muncul karena bang dodo 🐐,0
"@wenasiurpes @silitsakit @kaliumfosfor @ayunk194 @idextratime hah gimana? emang pas pengumuman squad pildun argen emang aguero ada disebut,,seperti benzema di squad france?,,,kalau emang gue yg kudet sertakan buktinya dong",0
@imampradana Ditambah lagi lawannya Emil Martinez yang entah udah berapa penalty yang dia tepis selama pildun.,-1
tapi kemarin seru bgt pas nonton pildun berdua,1
"semenjak Argentina menang Pildun, kok aku kepikiran nasib e Messi pas balek nang Stadion Parc de Princes yooo ??🤔🤔",0
"Jenuh juga ya pildun udah kelar, gak ada hiburan lagi tiap pulang kerja",-1
"@hanifdhz @KaKa01175473 @idextratime CR : tenang, No kita balesin di Pildun"" Ending 😭😭😭",0
Mantep ini messi.... Bakal di bahas sampe pildun pildun berikutnya,1
"@amdphenom7 @intermilanstory @idextratime Biar pinteran dikit,masa goblok Mulu🤣🤣🤣,,gak ada lautaro Argentina gak bakal masuk pildun idiot  https://t.co/D6FnUmODxo",-1
"dijadiin saingan dan dijauhi teman dekat sendiri, losing the trusted person for the first time, ditinggal tiba-tiba, dibohongi habis-habisan, jadi second choice, belum pernah memulai tapi udah selesai, portugal kalah, pildun terakhir CR7",-1
@idextratime Ronaldo pernah pegang trofi pildun 20 tahun lalu sah2 aja?,0
@elfarosy99 @PantauManCity Buset lu kalo nonton messi di pildun dia aktif bgt defend makanya sering bgt counternya dimulai dari dia,1
"ni pildun udh kelar, tapi gue masi gamau ngontrol jam tidur gue, gatau lagi dah",-1
"@detikcom Udah lewat, emng klu mmng benar Trophy Pildun bakalan di kembalikan dan prtandingan final di ulang. Gk ada bahasan lain apa",-1
"Pildun mengajarkan kita bahwa motivasi adalah sebenar-benarnya bensin kehidupan.   Maroko, bikin bangga emak dan surprise semua orang.  Argentina, bahagiain Messi dan balas dendam 2014.  Prancis, back-to-back juara.",1
"Abis pildun selesai, muncullah AFF",1
lagi syukuran juara pildun  https://t.co/kKFePGLM3p,1
@Gooners_Report Gua selama pildun manggil dia MarcRamsey,0
"@convomf bakal kangen la’eeb, kangen vibes pildun🥹 jujur aja gw udh mulai gamon abis pildun selesai, bingung jg di tv mau nonton apa udh gaada bola",-1
@idextratime Aguero kan g masuk dalam skuad pildun 2022,-1
"@podcastretropus Samsat buat cewe cewe yang ikut nobar Pildun kemarin, iya tau match ditempat itu delay beberapa detik doang dan kalian pindah device, ga masalah karna hak klean, tapi kadit berisik teriak histeris juga anjir, kan kita kadit tau ada kejadian paan, jadinya ga seru bangsat",-1
kpn indoneisa ikut pildun eh knp pildun dah kwkw piadun dong klo pildun pila dunia,-1
@Cristiano_time7 @idextratime Tetep aja dpet like terbnyak yg pegang pildun !!!,1
"@AlwaysBeSmart1 @idextratime Mau cetak gol lawan tim besar, mau hatrick, mau quatrick, mau berapa trick pun crisno blm pernah bawa negaranya sampe final pildun apalagi menang bang. Ya syukur dia gk pensiun, biar lelah nunggu negaranya sampe final",1
"@sogoodbyeybr @idextratime Kebahagiaan sudah menjadi bagian dari rusaknya mental fans Dodo, halu halu haluuu tiap hari, Idolanya bermimpi besar dapatkan Pildun eh fansnya menghibur dengn rekor2 ga guna.",-1
"@kaniagnw @partnerinvain Dia gak tau semua itu my, dia cuma hype jk krn pildun. Ya baguslah makin banyak yg kenal jk tp gak sampe mempertanyakan karir jk sbg penyanyi sih krn dia jarang update. Emang jk hidup cuma sebagai idol doang? Kan enggak. Dia juga punya kesibukan yg lain.",-1
Tapi bola ga melulu ttg Pildun. Gue seneng aja kalo ada yg baru suka bola. Asal nantinya klub yg didukung bukan Mardrit aja 😛,-1
"@Terminator99996 @de_iphan @HauYaDoin @idextratime @Romain_Molina Iyee makanya itu gue juga bukan fans seri a tpi mmng giroud udh di bully sejak pildun 2018 dn msh di chelsea, smntra L.martinez emng apes bgt pildun ini pdhl dia jg yg acak2 italy juga tp ngampas di pildun",-1
juara porak vs juara pildun mau diaduin cenah besok di gor vidy,0
Kayanya pildun selanjutnya udh ga bakal menikmati lagi deh,-1
Kebiasaan nonton pildun sekalinya nnton bola lokal jadi ga ada gairah nya,-1
"@rodcigo JANGAN BOHONG, ENIH PILDUN SEBELAH MANE",-1
@sipalingjuara @idextratime Doi mungkin akan terus dijibs sblm bs angkat tropi pildun,0
@afterthougtn ️️ ️️  ️️ ️️   Kayanya lagi persiapan mau ikutan pildun.  ️️ ️️  ️️ ️️,1
@morfisn @krztalj @nyebnat @jgendral @jaenhyn Siapa tau ni akan mnjadi acra mnggemparkan setara dngan pildun n piljur,0
"@intermilanstory @TyCSports 7 gol 3 asisst dlm kualifikasi pildun, dibela messi saat buang2 peluang di pildun dan jadi salah satu aktor dalam gol ke 3 messi di final..meskipun tdk terllu bagus di pildun 2022 tapi lautaro tetap terbaik utk masa depan argentina🔥🔥🔥",1
"@polyisilane @idextratime Argen tim terbaik di WC 2022? belum tentu semua org setuju, fans belanda portugal bakal bilang tim jagoannya terbaik, permainan lebih baik dst, itu OPINI,tp ketika bilang portugal juara pildun itu bisa disalahkan, karena faktanya argen yg juara, opini gabisa disalahin, fakta bisa",1
Gua akuin emang ni orang lagi bau aja sih di pildun dan klub juga gitu kok angin anginan.,-1
sisa keseruan pildun🤣  https://t.co/tlpn7xwIYO,1
@Ampundj90813724 @goal mau juara pildun 10x pun mereka tetep ngehujat bang ekwkw,-1
@idextratime Kalo itu trofi asli yg emas harus dipermasalahin sih. Ngedaptinnya harus menang 4 kali pildun baru dapet yg asli,-1
@wzdlls 18k sebulan yuk,0
"Aduh, gara2 pildun 22 yg spektakuler, maroko jadi terkenal, sekalian kaptennya. Udh kesandung pula lagi sama babang ziyech🤣, ntar lagi mau ujian. Ya bg, stdknya jdi penyemangat saye belajar yaa, ga stalking lgi sampe tengah malam, berdosa banget guek😂  https://t.co/R0dYIddXfw",0
"@aishechrim Adaa nih kak netflix harian murah nya di aku, fast respon, dan fast proses juga🥰 🦦Netflix 1P1U 1 hari 3k 2 hari 6k 3 hari 7k 5 hari 9k 7 hari 11k bisa langsung dm atau  https://t.co/y7RbCYc1JY yaa‼️",0
"@keroseneeer mimpi dodo juara pildun, suka aneh.",0
13k 3 bulan yukk,0
8k aja yuk,0
"@vvotanet Bukan soal pildun itu. Tp biar yg dari luar kota bisa istirahat trs balik minggunya, trmasuk member. Kan seninnya pada kerja, kuliah, sekolah, gmn ceritanya klo konsernya minggu. Capek dong.",-1
@poutvine 8k yuk sung login,0
@investorgabut Haaland bisa punya kemungkinan tampil di pildun karna penambahan kuota peserta pildun selanjutnya,1
"@Zulkifliannas10 @garistengah_id Kayake adminnya gak bahas pildun doang iku, bahas euro juga🙄",-1
"@vvotanet 1. Konsernya di Semarang. Mereka pasti tau fans banyaknya dari luar Semarang, jadi ngitung Minggunya untuk fans (dan member) perjalanan balik biar Seninnya bisa berkegiatan lagi. 2. ULANG TAHUN JKT EMANG ASLINYA TANGGAL 17. NGGA ADA HUBUNGANNYA SAMA PILDUN SAMA SEKALI🤡",0
"@swapwek Betulll pik, bismillah enggres iso juara pildun 2026",1
"@l1b1t @fessthai itu waktu mereka nobar pildun kemarin, pas argentina nyetak gol jadi 3-2. mereka tim messi :"")",0
Lu kerja tapi pas sama final pildun 🤣🤣,-1
@GedeSamuel Abis kalah pildun itu..,-1
@FaktaSepakbola @Cristiano tuh bang juara pildun orang mah bukan malah jelek-jelekin klub sendiri,-1
Inget banget sangking jagonya orang ini beberapa kali di pildun 2014 pergantian pemain Belanda disisain 1 jadi kalo penalti bisa masukin dia  https://t.co/QzvApxUJ70,1
@faritzaja @ubaidillahdm @sogoodbyeybr @idextratime Juara pildun nih bos senggol dong  https://t.co/gXsmSDzdzX,1
biasanya messi ama neymar abis pildun jadi jago,1
@GOAL_ID Dia ga akan nambah goalnya di pildun,-1
"@vickyh23_ @idextratime tai ah, setiap final 2 team pasti nyiapin. mau itu pildun, ucl, euro.",-1
"@orcips itu tandanya minta crack kak, solusinya install ulang ms office ke tukang service aja kak",0
"@polyisilane @idextratime gw jelasin ya, baca pelan"" biar paham WKWK, tweet lu gabisa bedain fakta&amp;opini, lu bilang messi pemain terbaik itu aslinya jg opini, beda lg kalo messi pemain dg trofi terlengkap,&amp; argen juara pildun andil wasit kontroversi itu jg opini, gada putusan FIFA kalo wasit memihak argen",0
"@lifRKY @imjoy_young @TerrificJRP9 @idextratime pernah baca piala jules rimet dulu kemalingan di Brazil, jadi pildun itu trofinya replika, yg asli tetep di kantor FIFA.  jadi ya ga bergilir2 random juga,",0
"@Anonnym77843904 @affiatn @idextratime ..Eropa jauh lebih baik, itulah kenapa ucl selalu dibicarakan semua orang ketimbang piala dunia club, dan hukum ini harusnya juga berlaku di negara bahwa unl dan euro jauh lebih baik daripada pildun, yang gamau ngakuin berarti alergi fakta",-1
"@lisxxtrvs4 @tanyakanrl Ngundi nama terus sama negara yg ikut pildun, gua sih pas 16 besar mulai arisannya biar keliatan siapa yg kuat, pas nnti kepilih negara yg ngeykinin gtu hehehe",0
"jot pinter juga ya milih hari sabtu kemaren buat konser, kalo hari minggu konser nya bakal ketutup bgt hype nya sama piala dunia, ampe skrg aja hashtag ttg pildun masih bertahan di trending",1
@rodcigo SEJAK KAPAN DEPOK MASUK PILDUN?,0
@infoAzzurri Tenang min… 2026 pildun di Amerika.. jatahnya Italia final 😁,1
@garistengah_id Mbappe Messi bagus di pildun,1
"@garistengah_id Ada lagi pasca Pildun 2002, Wenger langsung rekrut Gilberto Silva yg dianggap punya bagian penting di skuad juara Brazil saat itu. Pun berhasil setelah bisa bawa pulang piala emas EPL musim 2003/2004.",1
9k sebulan kak,0
@1897viki Ketauan yak aku kudet orgnya ttg bola pildun.. hahahahhakzz...,-1
@alltimemessi10 @idextratime messi menang pildun tu kaya menyempurnakan gelar goatnya kalo ronaldo kan pulang jadi beda,0
"@garistengah_id Pasca Pildun 1998, Arsenal beli Kanu dan berhasil jadi Legend. Ya walaupun bukan langganan starter karena musim 99/00 Arsenal beli Henry yang moncer.",0
"""udh pa nonton disini aja, gpp nonton bareng, sini saya buatin teh"" pas cerita itu bapanya berkaca², bapanya cerita lagi ke saya ""disitu saya langsung dibikinin teh"" baik bgt org itu, siapapun org itu, mksh byk ya udh ngebolehin bapa ini nonton pildun 🥹",0
@DYS_yes @henrysubiakto Pildun di qatar dianggap sbg pildun terbaik dan teramai. Di sini aja kali yg senyap,0
"@polyisilane @Nabilnafidzz @idextratime Nih bang, cium jidat om dodo dulu biar nggak sakit. Keknya stress bgt yah idolanya nggak punya trophy pildun. Gws bang 😊  https://t.co/kCrDWIOSWJ",-1
gara2 pildun ini wkwkwk  https://t.co/X0YmuWwbm3,0
@GreatHopeSong Adan masa katanya Depok menang pildun,0
"@FebriYafi1 @AnandoLikum @SiaranBolaLive Kurang tau si kalo main di pl, tp kalo di pildun doi nyalinya sudah teruji. Skrg kmbali nangis sana.",0
@BroadcastBola Mgkin dia pake VAR pildun,0
"@garistengah_id Setelah Pildun 2006, Wenger datengin Rosicky dan Gallas yang tampil cukup impresif di Timnas masing-masing. Walopun Rosicky cuma punya 2 trofi FA Cup, dan Gallas 'menyerah', lumayan lah 2 transfer habis Pildun ini.",0
Matheo belaik: pildun ni bos senggol dong,1
@komatkamid @nugrahasyah @idextratime Inj fans iler panas emosi bgt kayaknya ampe ad hominem wwkwkw emg faktanya lautaro sepanjang pildun ampas susah amat nerima  https://t.co/HlhMCvemTA,-1
@investorgabut Haaland blom pernah main pildun pak,-1
Messiun --&gt; Messi juara pildun ☝️😜,1
"@badruneee @alveolus00 @AdityaPP04 @idextratime dodo juga bisa keknya.  sekalian menjadi pemain tertua di pildun 2026. dr dari fase grup, sampe final. di bangku cadangan.",0
"@biangkerok Kalo w inget-inget, kenapa kita ga pernah nobar pildun yak? 🤣",-1
Bisa2nya lu sabotase ya anjng. Bapak w kemarin gak bisa nonton final pildun gara2 channel yg biasanya buat nonton hilang. Biar disuruh streamingan bayar hihhh,-1
"Njiirrr beneran konspirasi. Pas final pildun kemarin channel yg biasanya bapak w nonton tiba2 hilang, disuruh streaming aja mana bayar2   Eh tadi dicari lagi tiba2 muncul. Aaakkhh bgsaattt 😂",-1
tapi ttp pemenang di hatiku selama pildun y ayang neymar,1
@handygusfa @The_RedsIndo @idextratime Penaldo mewek pengen pildun😜 sipaling kerja keras ternyata cengen mewek gak bisa juara pildun kok mewek dek😆🤣,-1
Menurut kalian apa nih yang paling seru di Pildun kali ini?  #SambalIndofood #GakAsalPedas #MakanMakinSelera #NontonMakinSelera,1
Gimana nih Gaes? Seru banget ya acara Pildun tahun ini🤩  Valid sih kalau #NontonMakinSelera dibarengin sama cemilan plus #SambalIndofod tiap pertandingan.  https://t.co/nTM74jSeUX,1
@nnathanale malam senin kemaren nonton pildun gaa?,0
@jek___ Jadi tuh kemarin pagi di depan rumah ada ibu2 komplek lagi pada kumpul sambil ngomongin PILDUN 2022. Saya jadi penasaran sejauh mana sih pengetahuan ibu2 tentang bola...,1
@iMochaMunchies nanti diundang ke acara pildun,1
@_Afizd @idextratime Nambah 1 lagi bang 8 karna juara pildun,0
8k aja kak,0
"masih ngerasa capek gitu anjir semenjak abis nobar pildun kemaren, apa karena baliknya kepagian ya terus paginya masuk kerja wkwk",-1
"@rrraaihan Makasih mbape,,, bikin pildun lebih greget",1
@dhafinabdillah skrng gua curiga Taylor merilis ini persiapan buat messi juara pildun bisa2nya liriknya masuk👍🤣,0
@idextratime Jadi messi modal rebahan bisa menang pildun,0
@dearkaihuening Hehehe masih edisi pildun kmren 😁,1
"@idextratime Tidak, lebih excited nungguin pildun U20 🙌🏻",1
"Trend final pildun karbitan suka bola dadakan ngikut* ""yang all in argentina full senyum""  Blok goblok goblok deck deck. Noh realita judi bola 1x2 hdp o/u, draw 90mnit imbang dll, yg full senyum bandarnya. Gk semua yg all in pegang argentina full senyum.",-1
"ya namanya juga manado sksk, fyi krn nobar pildun dan konvoi2 gjls gini, ada 2 korban meninggal di waktu yg berbeda. i mean itu nunjukin kalo orang2 ga belajar dari pengalaman. udah ada korban masih aja konvoi kek gini. trus di tempat nobar juga banyak kerusakan properti, miris",-1
di kecam di kecam eh jadi pildun terbaik,0
"hhhhh kemaren menuntun final bola date, pa bs tanggal 21 ada pildun dadakan lagi",0
@tanyarlfes wkwkwk gara2 pildun jdi kata paling seringnya Argentina  https://t.co/Is6b1b6pw1,1
"@ginseladipura gue berenti jd fans bola pas zaman cantona 😂 tp kalo pildun ngikutin sii, seru",0
"haloo surat terbuka untuk cowo yg akun nya gabisa di tag yg dikabarkan menghilang setelah tampil di acara pembukaan pildun. mohon sekiranya untuk menampakkan kehadirannya ke permukaan karena saya tiap hari minimal 20 kali menanyakan ""jungkook mana ya kok ga update""🙏🏻  https://t.co/L0OpDQPZml",0
KMbappe skarang ultah y skskks. Hadiahny juara 2 pildun kk,1
@bintangemon Daaaaahh terima aja sih :) pildun juga uda kelar,-1
@IDGoonerscom @stevek9KS1TV Kutukan pildun is real.,-1
"@satyadhiw @gandibarri @idextratime Kalo menurut aku sih terlalu pro ke argen, karena ada *Messi* nya yg wajib dapat pildun *cliiiir🤣🤣 keknya udah dikasih tips dan kopi juga",1
@twitrandomku @korantempo Waktu ngalahin belum jadi juara pildun yah. Lagian mending akhirnya jadi juara pildun dari pada juara ngalahin argentina   saja.,-1
Gaada pildun sepi bener suddenly !,-1
@weaupon argen juara menang pildun dybala menang juara 1 dihatiku,1
habis ini bakal nonton pildun full length,1
"Pildun udh beres,,,, makhluk² yg nontn bola pas ada Messi Ronaldo juga udh berkurang,,,, saatnya menunggu premiere league maen lg",1
@dimensioin biasanya selalu ngecek jadwal pildun tapi sekarang udah selesai &lt;/3,0
@summeretoile sumpah 😩 biasanya nungguin jadwal pildun huhuhu,-1
"Kemarin nobar pildun bersama warga-wargi kosan pas banget depan kamar, sekarang kamar atas lagi gladiresik nembang smpe melengking2 suaranyaa. Indahnya bertetangga🙂",-1
"pildun udh beres, nonton apa lagi ya",-1
"Kalo anda menyebutkan Messi GOAT karena baru saja memenangkan pildun, berarti Pele&gt;Messi karena Pele hatrick pildun 🤭",1
sepi bgt udah ga ada pildun,-1
"definisi Tuhan gapernah tidur bener2 ada di momen argen juara ini, pens kim nalds mana inget mereka pernah roasting abis2an gegara messi gagal di pildun 2014 + copa america 2x beruntun 2015, 2016, kesabaran fans messi berbuah hasil dan sekarang nikmatin karmanya ya para fans gaot",1
Mereka udh paham fansnya ga bakal ngeroyok makanya santuy ga buru2 malah asik sama pildun🤣,0
"@gamapila @iyabgiya @Latif54Latif @BigAlphaID dan masalah internal udah diperbaiki. Kalo lo bilang gw kaya ditaktor, berarti lo udah 11 12 kaya iwan bule ngomong doang tapi g ada ilmunya, g mikir dulu sebelum nngomong punya visi misi timnas masuk pildun 2026. Oh y btw kualifikasi pildun untuk zona asia udah mulai tahun depan",0
@idextratime umur 50 tahun baru bisa dapet piala pildun dodo 😜😜😜,-1
"Gua ko heran ya sama orang orang yang bilang final pildun setingan, sampe menang pun setingan emang mereka ga liat ya pas final pertandinganya gimana saling serang nyetak gol.",0
Ga berenti brenti ngetawain ini🤣🤣 Asyik banget yaa jalan sambil nobar pildun😂 Wookie sama om wts nimbrung2,1
"@TxtdariHI tuh udah minta maap nop, berarti belanda udh bisa menang pildun dong ya? @vianoviaa46",0
"@taurunians Huhu iyaaa, apes banget pas mau pildun cidera, mana juara lagi Argentina nya 🥲",-1
Seru banget ya nonton pildun di bandara🤣🤣  https://t.co/UjKmsZxIHh,1
"Gue nggak ngerti bola, tapi pas pildun kemarin gue gak ganggu pacar pas dia lagi nonton Portugal, ya walau kalah sik. 🙈🤭",1
"@gamapila @iyabgiya @Latif54Latif @BigAlphaID Cita2 pildun 2026 itu ga realistis, kita aja masuk piala asia baru kali ini setelah 15 tahun lebih, seengaknya dirutinin dulu main di asianya nahh habis tu baru 2 atau 3 edisi pildun lagi boleh berharap dengan catatan statistik permainan timnas terus meningkat",-1
"@handygusfa @idextratime Dengan dia maksimal main di pildun kemarin, kasih performa terbaik, ego nya diturunkan di lapangan, mau timnas Portugal sebenci apapun juga akan bisa mencair lagi. Ini mah di lapangan masih dgn ego yg tinggi, performa turun yaudah makin dibenci",-1
"@jek___ Prediksi juara pildun menurut gw, tad. Semoga hasilnya sesuai. Maf lambat dikit  https://t.co/PXC8x7JFXP",0
@utdfocusid Hah? Masi tertinggal di pildun🙏🏽,-1
Masih gk bisa move on dari pildun 2022 ini 😭✨️,-1
Kalah taruhan pildun si rizki terus bilang gue minta kerjaan kak wkwk yaudah gue bilang jadi sugar babby gue promosiin mau ga dibilangnya boleh haha,0
"@ComboChan_id @AriefSyuhada_ @TerrificJRP9 @idextratime Kalo dia masih gacor skrg usia 37thn, wajarlah ada harapan di usia 41thn. Lah ini, pildun terakhir aja di cadangin. Apa yg diharapkan kalo gitu?",-1
"@TerrificJRP9 @idextratime Aminn bang, semoga bang dodo bisa juara pildun 2026, mimpi aja dulu sampe 2026",1
@sipalingjuara @idextratime 100% gol ronaldo di pildun qatar juga dari pinalti 😂,1
@bagas_xzagab @garistengah_id Dia udah dibeli MU sebelum pildun,0
"Inilah kenapa dukung Argentina sejak awal, karena itali ga lolos pildun",0
"Ya guys meski pildun udah selesai itu tidak akan menghentikan kita dari semangat taruhan, betul atau betul?  Sekarang @demiALBEDO vs @demiDILUC duluan, akan gue tunggu jawaban kalian yang oke itu!  Sisanya bet ya minimal gocap alias 50k!",0
"@gamapila @iyabgiya @Latif54Latif @BigAlphaID itu yang bisa direbutin paling cuma 3, yang 5 lagi mah udah pasti buat negara2 yang main pildun sekarang, negara tier 1 itu mah di asia, pas 4 slot aja yang ambil mereka2 doang. Nahh 3 lagi lo lewatin dulu tuh negara2 tier 2 kaya Qatar, uzbekistan, China, UEA",0
@nenaissant Terakhir pas final pildun. Abis itu kamu ngilang :(,0
"@pinzkay @habhabib_ @fffandyyy wkawkakw duitnya turun setelah pildun, biar gak dipake all in",0
"idol fav gue ngapa addict bgt sama acara olahraga wkakaka lucu bener, waktu itu olympic sekarang pildun",1
"tak ada lg hiburan bola paska pildun,liga lokal b*gs*t ttplh berjalan n g mnarik blass",-1
"Yahh beres pildun jam 2 an. Tdur jam set 3an. Tapi ttp bangun subuh, d tinggal kerja dan sendirian d kosan. Sarapan roti TlJ yg rasa cheese. Terus beresin kosan. (BtW baru ngeliat ada lafadz Allah d pintu lemari)  https://t.co/zXJ7bYNpDZ",-1
"@gamapila @iyabgiya @Latif54Latif @BigAlphaID Ngomong apa sih bang pake diktator2 segala wkwkkw. Tipikal fans timnas banget nih timnas baru naik dikit mintanya udah ga kira2 wkwkkw. Gw juga seneng kali bang kalo timnas masuk pildun, tapi ya ga 2026 juga kalii. Okelah kuota ditambah jadi 8,tapi secara itung2an mah..",-1
timeline mari pildun ganok tukaran usuttuntat vs nikilos gak seru ngene,-1
@idextratime Messi selama di pesawat balik dr Qatar pasti mikir hmm nanti bikin konten kek mana yaa aha! sptnya konten bangun tidur ditemani piala pildun leh jg,1
"@RifqyMAz295 @wordfangs Pildun normal 2010,2014,2018, cuma 2014 di host country jadwal aneh siang dan sore demi Europe, 2018 overall normal cuma angkat pialanya pas langit belum terlalu gelap karena final main jam 6 di Rusia jadi kurang megah aja, 22 dan 26 aneh krn 22 tengah musim, 26 kick off pagi",-1
@JMaestr07 @Fajryfadhill19 @idextratime pildun mau di bandingin sama liga bri indo? lawak,-1
"@CoinExIndonesia @prawiradiawan Kapan di umumin nya min, hasil nebak juara pildun?",0
@insecure04 @idextratime Jangan diladenin mungkin fans penaldo agak gila karena idolnya ga angkat trophy pildun  https://t.co/dL6CGwcSll,-1
"@myskill_id All in Perancis di final pildun 18, dan all in Argen di final pildun 22 yaa",0
"Nobar apaan jirr, pildun dah kelar",-1
@The_RedsIndo Kl Indonesia juara pildun kynya bakal bnyk yg nangis. Mgkn agak mirip pemain bulutangkis kita dpt medali emas olimpiade. So far cm dr situ doang yg bisa. Kl sepak bola ya juara AFF dulu dah,0
@achzaeni_ @idextratime Lawan thailand doang gak pernah menang kok bawa indo? 😂🤣🤣  Lagian negara mana yg rela juar harga dirinya demi messi juara pildun wowkwk gkblok bat manusia iri dengki kek gini.  https://t.co/lDoq4ezeAA,-1
"@SiaranBolaLive Gt amat, masa mau terulang mirip pildun japan-korea, pemain asia da yg menjungkalkan italia langsung kena pecat, jd G profesional, negara2, club2, jgn disamain",-1
@utdfocusid buset 4 hari doang dri final pildun,-1
"wajar aja pildun 4 taun sekali, trs kan ya emang lg rame jg, ya kenapa ngga? let people enjoy their things aja tot",1
@PorosHalangID Udah dua edisi pildun ada orang orang ga berkontribusi tapi foto paling banyak. 2018 ada mendy sekarang ada aguero wkwkw,-1
@AlwaysBeSmart1 @idextratime Minimal idola lu pernah masuk final pildun dulu lah wkwk,-1
"Klo pildun emng kaya gitu kali, lagian napa sih emng, mau dia suka karna gavi, mau dia gapaham offside, mau dia g nonton liganya, hak hak dia. Ribet banget jadi orng",-1
"Ngakak sih, bang messi 12thn lalu aku udh dukung dr pildun 2010 tp kalah taroan😭 wkwkwk. 2022 dukung jg tp ga taroan🤣🤣  https://t.co/oISj28nzGQ",0
@AlwaysBeSmart1 @idextratime Sabar bro.. pildun terdekat masih 4tahun lagi😁 Besok coba lagi ya,0
"@TerrificJRP9 @idextratime sekarang 37 aja ga guna ko wkwk, ngarep amat 2026 dia dapetin pildun?😂",-1
"@eskunanlan @realmadridindo1 Gugup banget keliatan, sekalinya ngambil penalty, d final pildun ajgg wkwkwkw",-1
@garistengah_id Denilson pasca Pildun 98. Dibeli Betis dg rekor transfer termahal saat itu.,0
"@idextratime nanya dong bang, katanya yg juara 3x pildun baru bisa bawa pulang piala yg asli ya ? yg belum 3x katanya replika, tadi lihat di postingan kek gtu.",0
@firmaannnnnnn @pormoroyudho @idextratime benzentot gapernah juara pildun,-1
kemarin malem seru banget nonton pildun uuuu,1
@sleepiingbeast @momogaii pildun sdah berakhir apkh skrg ad event nobarkep,-1
"@AlwaysBeSmart1 @idextratime lah, Messi aja menang Copa America + Pildun pas udah ga di Barca.  Be smart.",1
@garagarabola_ bar ndelok pildun trus ndelok liga 1 rasane nek mripat sepet,0
"@garistengah_id But, Khedira and Ozil after pildun 2010 ttp tampil moncer di Madrid loh.",1
"Moga abis kelar Pildun mainnya makin bener, minim dapet trofi lah.",1
"@Hanz_Arga_Iza @gabrielabyssia Curiga, anda taruhan final pildun hanz ama temenmu",-1
"WN. Gausah sok superior lah mba/mas wong nonton bola gara-gara pildun, gara-gara nonton opo pun iku bebas. Babah no, wong melakukan kebahagiaan dewe dewe iku babah no cuk jancuk #ytta 😃",0
